"CIR","CIRCOR International, Inc.","37.13","$742.53M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cir",""
"CIT","CIT Group Inc (DEL)","36.51","$3.6B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cit",""
"CIT^B","CIT Group Inc (DEL)","26.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cit^b",""
"CCAC","CITIC Capital Acquisition Corp.","10.4","$358.8M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ccac",""
"CCAC.U","CITIC Capital Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ccac.u",""
"CCAC.WS","CITIC Capital Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccac.ws",""
"BLW","Citigroup Inc.","15.95","$570.04M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/blw",""
"C","Citigroup Inc.","59.06","$122.96B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c",""
"C^J","Citigroup Inc.","28.81","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^j",""
"C^K","Citigroup Inc.","28.32","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^k",""
"C^N","Citigroup Inc.","27.65","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^n",""
"C^S","Citigroup Inc.","25.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^s",""
"CFG","Citizens Financial Group, Inc.","34.21","$14.61B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/cfg",""
"CFG^D","Citizens Financial Group, Inc.","28.91","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^d",""
"CFG^E","Citizens Financial Group, Inc.","26.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^e",""
"CIA","Citizens, Inc.","5.91","$298.57M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/cia",""
"CIO","City Office REIT, Inc.","9.33","$404.9M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cio",""
"CIO^A","City Office REIT, Inc.","25.027","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cio^a",""
"CVEO","Civeo Corporation","16.75","$238.1M","2014","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/cveo",""
"CCC","Clarivate Plc","30.72","$18.61B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/ccc",""
"CLH","Clean Harbors, Inc.","73.99","$4.09B","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/clh",""
"CCO","Clear Channel Outdoor Holdings, Inc.","1.51","$705.59M","2005","Consumer Services","Advertising","https://old.nasdaq.com/symbol/cco",""
"EMO","ClearBridge Energy Midstream Opportunity Fund Inc.","14.57","$208.97M","2011","n/a","n/a","https://old.nasdaq.com/symbol/emo",""
"CEM","ClearBridge MLP and Midstream Fund Inc.","18.4","$259.13M","2010","n/a","n/a","https://old.nasdaq.com/symbol/cem",""
"CTR","ClearBridge MLP and Midstream Total Return Fund In","15.86","$121.81M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ctr",""
"CLW","Clearwater Paper Corporation","35.85","$594.15M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/clw",""
"CWEN","Clearway Energy, Inc.","32.18","$6.49B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cwen",""
"CWEN.A","Clearway Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cwen.a",""
"CLF","Cleveland-Cliffs Inc.","13.48","$6.44B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/clf",""
"CLII","Climate Change Crisis Real Impact I Acquisition Corporation","10.4","$299M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/clii",""
"CLII.U","Climate Change Crisis Real Impact I Acquisition Corporation","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/clii.u",""
"CLII.WS","Climate Change Crisis Real Impact I Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clii.ws",""
"CLPR","Clipper Realty Inc.","6.5","$104.39M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clpr",""
"CLX","Clorox Company (The)","203.17","$25.61B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/clx",""
"CLDR","Cloudera, Inc.","12.68","$3.97B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cldr",""
"NET","Cloudflare, Inc.","83.81","$25.75B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/net",""
"CMS","CMS Energy Corporation","59.23","$16.96B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms",""
"CMS^B","CMS Energy Corporation","109.41","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms^b",""
"CMSA","CMS Energy Corporation","27.61","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsa",""
"CMSC","CMS Energy Corporation","28.28","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsc",""
"CMSD","CMS Energy Corporation","27.78","n/a","2019","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsd",""
"CNA","CNA Financial Corporation","38.44","$10.43B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cna",""
"CNF","CNFinance Holdings Limited","3.45","$236.61M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cnf",""
"CNHI","CNH Industrial N.V.","12.06","$16.3B","2013","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cnhi",""
"CNO","CNO Financial Group, Inc.","22.66","$3.15B","n/a","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/cno",""
"CNO^A","CNO Financial Group, Inc.","26.59","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cno^a",""
"CEO","CNOOC Limited","93.27","$41.64B","2001","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ceo",""
"CNX","CNX Resources Corporation","11.11","$2.49B","1999","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cnx",""
"KOF","Coca Cola Femsa S.A.B. de C.V.","46.24","$9.71B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kof",""
"KO","Coca-Cola Company (The)","53.74","$230.94B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ko",""
"CCEP","Coca-Cola European Partners plc","47.25","$21.48B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccep",""
"CDE","Coeur Mining, Inc.","9.73","$2.37B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/cde",""
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","12.2","$332.19M","2006","n/a","n/a","https://old.nasdaq.com/symbol/fof",""
"CNS","Cohen & Steers Inc","74.38","$3.55B","2004","Finance","Investment Managers","https://old.nasdaq.com/symbol/cns",""
"UTF","Cohen & Steers Infrastructure Fund, Inc","25.81","$2.41B","2004","n/a","n/a","https://old.nasdaq.com/symbol/utf",""
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","25.7","$742.99M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ldp",""
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","2.42","$65.11M","2013","n/a","n/a","https://old.nasdaq.com/symbol/mie",""
"RQI","Cohen & Steers Quality Income Realty Fund Inc.","12.15","$1.63B","2002","n/a","n/a","https://old.nasdaq.com/symbol/rqi",""
"RNP","Cohen & Steers REIT and Preferred and Income Fund,","21.89","$1.04B","2003","n/a","n/a","https://old.nasdaq.com/symbol/rnp",""
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","27.29","$327.82M","2010","n/a","n/a","https://old.nasdaq.com/symbol/psf",""
"PTA","Cohen & Steers Tax-Advantaged Preferred Securities","25.87","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/pta",""
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","13.27","$347.91M","1993","n/a","n/a","https://old.nasdaq.com/symbol/rfi",""
"CRHC","Cohn Robbins Holdings Corp.","10.14","$1.05B","2020","Finance","Business Services","https://old.nasdaq.com/symbol/crhc",""
"CRHC.U","Cohn Robbins Holdings Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/crhc.u",""
"CRHC.WS","Cohn Robbins Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crhc.ws",""
"CFX","Colfax Corporation","36.57","$4.33B","2008","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfx",""
"CFXA","Colfax Corporation","154.52","n/a","2019","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfxa",""
"CL","Colgate-Palmolive Company","85.93","$73.66B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/cl",""
"CXE","Colonial High Income Municipal Trust","4.91","$154.77M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxe",""
"CIF","Colonial Intermediate High Income Fund","2.45","$47.19M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cif",""
"CXH","Colonial Investment Grade Municipal Trust","9.69","$88.28M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxh",""
"CMU","Colonial Municipal Income Trust","4.36","$123.5M","1987","n/a","n/a","https://old.nasdaq.com/symbol/cmu",""
"CLA","Colonnade Acquisition Corp.","10.05","$251.25M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cla",""
"CLA.U","Colonnade Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cla.u",""
"CLA.WS","Colonnade Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cla.ws",""
"CLNY","Colony Capital, Inc.","4.86","$2.34B","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clny",""
"CLNY^G","Colony Capital, Inc.","23.69","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^g",""
"CLNY^H","Colony Capital, Inc.","23.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^h",""
"CLNY^I","Colony Capital, Inc.","23.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^i",""
"CLNY^J","Colony Capital, Inc.","23.015","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^j",""
"CLNC","Colony Credit Real Estate, Inc.","7.65","$983.66M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clnc",""
"CXP","Columbia Property Trust, Inc.","14.03","$1.61B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cxp",""
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","27.63","$439.09M","2009","n/a","n/a","https://old.nasdaq.com/symbol/stk",""
"CCZ","Comcast Corporation","64.2","n/a","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/ccz",""
"CMA","Comerica Incorporated","52.63","$7.32B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cma",""
"FIX","Comfort Systems USA, Inc.","53.2","$1.94B","1997","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/fix",""
"CMC","Commercial Metals Company","20.08","$2.41B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/cmc",""
"CBU","Community Bank System, Inc.","62.93","$3.37B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbu",""
"CYH","Community Health Systems, Inc.","7.75","$927.06M","2000","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/cyh",""
"CHCT","Community Healthcare Trust Incorporated","47.1","$1.1B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/chct",""
"CIG","Comp En De Mn Cemig ADS","2.8","$11.21B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cig",""
"CIG.C","Comp En De Mn Cemig ADS","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cig.c",""
"CBD","Companhia Brasileira de Distribuicao","14.55","$3.9B","2020","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/cbd",""
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","8.65","$5.91B","2002","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/sbs",""
"ELP","Companhia Paranaense de Energia (COPEL)","14.23","$3.89B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elp",""
"CCU","Compania Cervecerias Unidas, S.A.","15.53","$2.87B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccu",""
"CODI","Compass Diversified ","20.14","$1.31B","2006","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/codi",""
"CODI^A","Compass Diversified ","24.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^a",""
"CODI^B","Compass Diversified ","25.2805","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^b",""
"CODI^C","Compass Diversified ","25.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^c",""
"CMP","Compass Minerals International, Inc.","60.72","$2.06B","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cmp",""
"CRK","Comstock Resources, Inc.","4.54","$1.06B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crk",""
"CAG","ConAgra Brands, Inc.","36.12","$17.65B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/cag",""
"CXO","Concho Resources Inc.","59.56","$11.69B","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cxo",""
"CND.U","Concord Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cnd.u",""
"CCM","Concord Medical Services Holdings Limited","3.7","$160.63M","2009","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/ccm",""
"CNMD","CONMED Corporation","110.42","$3.16B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd",""
"COP","ConocoPhillips","40.98","$43.77B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cop",""
"CCR","CONSOL Coal Resources LP","5.61","$155.34M","2015","Energy","Coal Mining","https://old.nasdaq.com/symbol/ccr",""
"CEIX","CONSOL Energy Inc.","7.8","$203.08M","2017","Energy","Coal Mining","https://old.nasdaq.com/symbol/ceix",""
"ED","Consolidated Edison Inc","71.15","$23.83B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ed",""
"STZ","Constellation Brands Inc","218.68","$42.38B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/stz",""
"STZ.B","Constellation Brands Inc","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stz.b",""
"CSTM","Constellium SE","14.33","$2.01B","2013","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/cstm",""
"TCS","Container Store (The)","9.99","$505.05M","2013","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/tcs",""
"CLR","Continental Resources, Inc.","16.8","$6.14B","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/clr",""
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","11.35","$1.13B","2013","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/vlrs",""
"CTRA","Contura Energy, Inc.","12.98","$237.65M","2018","Energy","Coal Mining","https://old.nasdaq.com/symbol/ctra",""
"CTB","Cooper Tire & Rubber Company","38.34","$1.93B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/ctb",""
"CPS","Cooper-Standard Holdings Inc.","34.84","$588.68M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/cps",""
"CTK","CooTek (Cayman) Inc.","3.2","$195.89M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/ctk",""
"CPA","Copa Holdings, S.A.","77.53","$3.28B","2005","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/cpa",""
"CLB","Core Laboratories N.V.","24.81","$1.1B","1995","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/clb",""
"CXW","CoreCivic, Inc.","7.4","$885.29M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cxw",""
"CLGX","CoreLogic, Inc.","77.62","$6.04B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/clgx",""
"CORR","CorEnergy Infrastructure Trust, Inc.","7.14","$97.47M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/corr",""
"CORR^A","CorEnergy Infrastructure Trust, Inc.","17.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/corr^a",""
"CPLG","CorePoint Lodging Inc.","6.38","$371.07M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cplg",""
"COR","CoreSite Realty Corporation","122.26","$5.23B","2010","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cor",""
"CNR","Cornerstone Building Brands, Inc.","9.7","$1.21B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cnr",""
"GLW","Corning Incorporated","36.24","$27.69B","n/a","Basic Industries","Telecommunications Equipment","https://old.nasdaq.com/symbol/glw",""
"CAAP","Corporacion America Airports SA","3.96","$646.36M","2018","Transportation","Aerospace","https://old.nasdaq.com/symbol/caap",""
"GYC","Corporate Asset Backed Corp CABCO","24.875","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gyc",""
"OFC","Corporate Office Properties Trust","25.79","$2.89B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ofc",""
"CTVA","Corteva, Inc.","39.41","$29.36B","2019","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/ctva",""
"CZZ","Cosan Limited","19.23","$4.3B","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/czz",""
"CMRE","Costamare Inc.","8.06","$979.25M","2010","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/cmre",""
